Word,Substitute,Frequency,Length
ಸಾಲುಗಳಿಂದ,ಸಾಲುಗಳಿಂದ,1,9
ಕಲಿಸಿದ್ದೂ,ಕಲಿಸಿದ್ದೂ,1,9
ಹೀರುತ್ತದೆ,ಹೀರುತ್ತದೆ,2,9
ತಣ್ಣಗಾದವು,ತಣ್ಣಗಾದವು,1,9
ಚಾಕೊಲೆಟ್‌,ಚಾಕೊಲೆಟ್‌,1,9
ಕಾಗದವನ್ನೇ,ಕಾಗದವನ್ನೇ,1,9
ಬೀಸಿದಾಗಿನ,ಬೀಸಿದಾಗಿನ,1,9
ಹಾಕಿದ್ದಳು,ಹಾಕಿದ್ದಳು,2,9
ಅಂದವಾಗಿಯೂ,ಅಂದವಾಗಿಯೂ,1,9
ವಿಧೇಯರಾಗಿ,ವಿಧೇಯರಾಗಿ,2,9
ಲೈಲಾನನ್ನು,ಲೈಲಾನನ್ನು,1,9
ತರಿಸದಿರಲು,ತರಿಸದಿರಲು,1,9
ಉಳಿದವರಂತೆ,ಉಳಿದವರಂತೆ,2,9
ಕೇಳುವಾಗಲೂ,ಕೇಳುವಾಗಲೂ,1,9
ಸುಳಿದಾಡಿದ,ಸುಳಿದಾಡಿದ,1,9
ಪ್ರಶ್ನೆಯು,ಪ್ರಶ್ನೆಯು,1,9
ಮಳೆಯೆಂದರೆ,ಮಳೆಯೆಂದರೆ,2,9
ನಿಮಿಷಗಳಾದ,ನಿಮಿಷಗಳಾದ,1,9
ಗುಂಪುಗೂಡಿ,ಗುಂಪುಗೂಡಿ,2,9
ಮುಚ್ಚಿದರು,ಮುಚ್ಚಿದರು,1,9
ಬದಲಾವಣೆಗೆ,ಬದಲಾವಣೆಗೆ,1,9
ಎನಾಯ್ಡಿಯೊ,ಎನಾಯ್ಡಿಯೊ,4,9
ಹೆದರಲಿಲ್ಲ,ಹೆದರಲಿಲ್ಲ,1,9
ಅಷ್ಟರಲ್ಲೆ,ಅಷ್ಟರಲ್ಲೆ,1,9
ಯಂತ್ರಾಸುರ,ಯಂತ್ರಾಸುರ,5,9
ಚೆಲ್ಲಿದಳು,ಚೆಲ್ಲಿದಳು,2,9
ಹಾಯಿಸಿದಳು,ಹಾಯಿಸಿದಳು,2,9
ಕೆಸರಾಯಿತು,ಕೆಸರಾಯಿತು,1,9
ಸುರ್ಶ್ರ್‌,ಸುರ್ಶ್ರ್‌,1,9
ಸುರ್ರ್ರ್‌,ಸುರ್ರ್ರ್‌,1,9
ಕೊಳವೆಯಿಂದ,ಕೊಳವೆಯಿಂದ,1,9
ಭತ್ತವನ್ನು,ಭತ್ತವನ್ನು,2,9
ಹೊಟ್ಟನ್ನು,ಹೊಟ್ಟನ್ನು,1,9
ಹರಿದಾಡಿಸಿ,ಹರಿದಾಡಿಸಿ,1,9
ಇಬ್ಬಾಗಿಸಿ,ಇಬ್ಬಾಗಿಸಿ,1,9
ಸುರಿವೋಲ್‌,ಸುರಿವೋಲ್‌,1,9
ಕುಡಿನೀರನು,ಕುಡಿನೀರನು,1,9
ಸೇತುವೆಗಳು,ಸೇತುವೆಗಳು,4,9
ಮುತ್ತಜ್ಜಿ,ಮುತ್ತಜ್ಜಿ,19,9
ಎಂಜನಿಯರ್‌,ಎಂಜನಿಯರ್‌,7,9
ಅಲ್ವೇನಮ್ಮ,ಅಲ್ವೇನಮ್ಮ,3,9
ಶರೀರವನ್ನು,ಶರೀರವನ್ನು,1,9
ಕಿಂಚಿತ್ತೂ,ಕಿಂಚಿತ್ತೂ,4,9
ಸೆಂಟ್ರಲ್‌,ಸೆಂಟ್ರಲ್‌,2,9
ಶಿಷ್ಯವೇತನ,ಶಿಷ್ಯವೇತನ,2,9
ಚಾರ್ಲ್ಸ್‌,ಚಾರ್ಲ್ಸ್‌,2,9
ಅವರಿಗೊಂದು,ಅವರಿಗೊಂದು,1,9
ನಿಘಂಟನ್ನು,ನಿಘಂಟನ್ನು,2,9
ವ್ಯವಸ್ಥೆಯ,ವ್ಯವಸ್ಥೆಯ,4,9
ಕೊಲ್ಹಾಪುರ,ಕೊಲ್ಹಾಪುರ,1,9
ಹಬ್ಬಿತ್ತು,ಹಬ್ಬಿತ್ತು,2,9
ಸುಕ್ಕೂರಿನ,ಸುಕ್ಕೂರಿನ,1,9
ಲಭ್ಯವಿದ್ದ,ಲಭ್ಯವಿದ್ದ,1,9
ಚಂಡಮಾರುತದ,ಚಂಡಮಾರುತದ,2,9
ಒಳಚರಂಡಿಗಳ,ಒಳಚರಂಡಿಗಳ,1,9
ಜೀವಮೂಲವಾದ,ಜೀವಮೂಲವಾದ,1,9
ಉಪಯೋಗಿಸಲು,ಉಪಯೋಗಿಸಲು,1,9
ದಿವಾನರಿಂದ,ದಿವಾನರಿಂದ,1,9
ತಂತ್ರಜ್ಞರ,ತಂತ್ರಜ್ಞರ,1,9
ಅಣೆಕಟ್ಟಿನ,ಅಣೆಕಟ್ಟಿನ,1,9
ಹುಟ್ಟೂರಾದ,ಹುಟ್ಟೂರಾದ,1,9
ಕಾರ್ಯಾನೆಯ,ಕಾರ್ಯಾನೆಯ,1,9
ನೆರವಿನಿಂದ,ನೆರವಿನಿಂದ,3,9
ದೂರದೃಷ್ಟಿ,ದೂರದೃಷ್ಟಿ,3,9
ಬಡತನವನ್ನು,ಬಡತನವನ್ನು,2,9
ನಂಬಿದ್ದರು,ನಂಬಿದ್ದರು,2,9
ನಂಬಿಕೆಗಳು,ನಂಬಿಕೆಗಳು,1,9
ಹೋಗಬೇಕಾಗಿ,ಹೋಗಬೇಕಾಗಿ,1,9
ಕನಸುಗಾರರು,ಕನಸುಗಾರರು,1,9
ಗಾರೆಗಾರರು,ಗಾರೆಗಾರರು,1,9
ಕೂಲಿಕಾರರು,ಕೂಲಿಕಾರರು,1,9
ಶಕ್ತಿಮೀರಿ,ಶಕ್ತಿಮೀರಿ,1,9
ತಂಡದವರಿಗೆ,ತಂಡದವರಿಗೆ,2,9
ಅವಲೋಕಿಸಲು,ಅವಲೋಕಿಸಲು,1,9
ಅಭ್ಯಸಿಸದೆ,ಅಭ್ಯಸಿಸದೆ,1,9
ಇಷ್ಟಪಟ್ಟು,ಇಷ್ಟಪಟ್ಟು,2,9
ಅರೇಬಿಯಸ್‌,ಅರೇಬಿಯಸ್‌,1,9
ಪುಸ್ತಕಗಳೂ,ಪುಸ್ತಕಗಳೂ,1,9
ಮೆಮೋರಿಸ್‌,ಮೆಮೋರಿಸ್‌,1,9
ವರ್ಕಿಂಗ್‌,ವರ್ಕಿಂಗ್‌,1,9
ಪ್ಲ್ಯಾನ್‌,ಪ್ಲ್ಯಾನ್‌,1,9
ಇಂಡಸ್ವ್ರಿ,ಇಂಡಸ್ವ್ರಿ,1,9
ಬಯಸಿದ್ದರು,ಬಯಸಿದ್ದರು,1,9
ಶಿಕ್ಷಕನಾದ,ಶಿಕ್ಷಕನಾದ,1,9
ಸಂಗ್ರಹಾಲಯ,ಸಂಗ್ರಹಾಲಯ,1,9
ಸ್ಥಾಪಿಸಲು,ಸ್ಥಾಪಿಸಲು,4,9
ಸಂಕ್ಷಿಪ್ತ,ಸಂಕ್ಷಿಪ್ತ,1,9
ಲಕ್ಷ್ಮಮ್ಮ,ಲಕ್ಷ್ಮಮ್ಮ,1,9
ಸಿವಿಲ್‌ಎಂ,ಸಿವಿಲ್‌ಎಂ,1,9
ದಿವಾನರಾಗಿ,ದಿವಾನರಾಗಿ,1,9
ಸಾವರ್ಜನಿಕ,ಸಾವರ್ಜನಿಕ,1,9
ಸರಕಾರದಿಂದ,ಸರಕಾರದಿಂದ,1,9
ಕಸ್ತೂರ್ಬಾ,ಕಸ್ತೂರ್ಬಾ,57,9
ಹೊದ್ದಿರುವ,ಹೊದ್ದಿರುವ,1,9
ಮೋಹನದಾಸ್‌,ಮೋಹನದಾಸ್‌,7,9
ಪತ್ನಿಅವರು,ಪತ್ನಿಅವರು,1,9
ಅವರಿಗಿದ್ದ,ಅವರಿಗಿದ್ದ,2,9
ಸರಳತೆಯಿಂದ,ಸರಳತೆಯಿಂದ,1,9
ಹೆಸರಿನಿಂದ,ಹೆಸರಿನಿಂದ,2,9
ಕಪಿಸೈನ್ಯೆ,ಕಪಿಸೈನ್ಯೆ,1,9
ಮಖಂಜಿಯವರು,ಮಖಂಜಿಯವರು,1,9
ಸ್ಥಿತಿವಂತ,ಸ್ಥಿತಿವಂತ,2,9
ಗೋಕುಲದಾಸರ,ಗೋಕುಲದಾಸರ,1,9
ಇವರಿಬ್ಬರು,ಇವರಿಬ್ಬರು,1,9
ಮೋಹನದಾಸ್ನ,ಮೋಹನದಾಸ್ನ,1,9
ವಧುವಿಗಿಂತ,ವಧುವಿಗಿಂತ,1,9
ಸ್ವಾವಲಂಬಿ,ಸ್ವಾವಲಂಬಿ,1,9
ಗಾಂಧೀಜಿಗೆ,ಗಾಂಧೀಜಿಗೆ,4,9
ನೆಲೆಸಿದರು,ನೆಲೆಸಿದರು,3,9
ಪೋರಬಂದರಿನ,ಪೋರಬಂದರಿನ,1,9
ಪುತಲೀಬಾಯಿ,ಪುತಲೀಬಾಯಿ,1,9
ದೈವಭಕ್ತರೂ,ದೈವಭಕ್ತರೂ,1,9
ಕಳಿಸಿದ್ದೇ,ಕಳಿಸಿದ್ದೇ,1,9
ಇಂಗ್ಲೀಷ್‌,ಇಂಗ್ಲೀಷ್‌,2,9
ನೇತಾರನಾಗಿ,ನೇತಾರನಾಗಿ,1,9
ಬೆದರಿಕೆಗೂ,ಬೆದರಿಕೆಗೂ,1,9
ಆದೇಶವನ್ನು,ಆದೇಶವನ್ನು,1,9
ಗಂಡನೆದುರು,ಗಂಡನೆದುರು,1,9
ಕಲಿತಿದ್ದು,ಕಲಿತಿದ್ದು,1,9
ಪತ್ನಿಯಿಂದ,ಪತ್ನಿಯಿಂದ,1,9
ಹೋಗಲಾಡಿಸಿ,ಹೋಗಲಾಡಿಸಿ,1,9
ತಿದ್ದಿದಳು,ತಿದ್ದಿದಳು,1,9
ಜನನವಾಯಿತು,ಜನನವಾಯಿತು,2,9
ಸಂಸಾರದಿಂದ,ಸಂಸಾರದಿಂದ,1,9
ಆಫ್ರಿಕಾಗೆ,ಆಫ್ರಿಕಾಗೆ,1,9
ಬಾಂಬೆಯಿಂದ,ಬಾಂಬೆಯಿಂದ,1,9
ಹಡಗನ್ನೇರಿ,ಹಡಗನ್ನೇರಿ,1,9
ತ್ಯಾಗದಿಂದ,ತ್ಯಾಗದಿಂದ,1,9
ವಹಿಸಿಕೊಂಡ,ವಹಿಸಿಕೊಂಡ,2,9
ಆಹಾರವಾದವು,ಆಹಾರವಾದವು,1,9
ನಿರತರಾದಾಗ,ನಿರತರಾದಾಗ,1,9
ಕುಡಿಯವಂತೆ,ಕುಡಿಯವಂತೆ,1,9
ಆಹಾರಕ್ರಮದ,ಆಹಾರಕ್ರಮದ,1,9
ಕಾಫಿಯನ್ನು,ಕಾಫಿಯನ್ನು,3,9
ಕಪ್ಪುಜನರು,ಕಪ್ಪುಜನರು,1,9
ಮಾಲೀಕರಿಂದ,ಮಾಲೀಕರಿಂದ,1,9
ಗಾಂಧೀಜಿಯು,ಗಾಂಧೀಜಿಯು,4,9
ಇಳಿಯುವಂತೆ,ಇಳಿಯುವಂತೆ,1,9
ರಾತ್ರಿಯಾದ,ರಾತ್ರಿಯಾದ,1,9
ಸಲಹೆಯನ್ನು,ಸಲಹೆಯನ್ನು,1,9
ಹೊರನಡೆದರು,ಹೊರನಡೆದರು,1,9
ಯಶಸ್ಸನ್ನು,ಯಶಸ್ಸನ್ನು,1,9
ತೆಗೆಸಿದ್ದ,ತೆಗೆಸಿದ್ದ,1,9
ಬೆಲೆಬಾಳುವ,ಬೆಲೆಬಾಳುವ,1,9
ಸೀರೆಯನ್ನು,ಸೀರೆಯನ್ನು,2,9
ಒಡ್ಡುತ್ತಾ,ಒಡ್ಡುತ್ತಾ,1,9
ಫೀನಿಕ್ಸ್‌,ಫೀನಿಕ್ಸ್‌,1,9
ನಿವಾಸಿಗಳು,ನಿವಾಸಿಗಳು,2,9
ಕರೆಯುವುದು,ಕರೆಯುವುದು,4,9
ದಿನಗಳಲ್ಲೇ,ದಿನಗಳಲ್ಲೇ,1,9
ಲಗೇಜಿಗಿಂತ,ಲಗೇಜಿಗಿಂತ,1,9
ಏಟುಗಳನ್ನು,ಏಟುಗಳನ್ನು,1,9
ಕೊಡಲಾಯಿತು,ಕೊಡಲಾಯಿತು,1,9
ಬಂಧಿಸಿದರು,ಬಂಧಿಸಿದರು,1,9
ಆಗಿದ್ದವರು,ಆಗಿದ್ದವರು,1,9
ಕೋಕೋವನ್ನು,ಕೋಕೋವನ್ನು,1,9
ಫೋಟೋದಲ್ಲೂ,ಫೋಟೋದಲ್ಲೂ,1,9
ತಯಾರಾಗಿಯೇ,ತಯಾರಾಗಿಯೇ,1,9
ಮುಟ್ಟಿದ್ದ,ಮುಟ್ಟಿದ್ದ,1,9
ಹಾರಗಳನ್ನು,ಹಾರಗಳನ್ನು,1,9
ಮೇಲ್ವರ್ಗದ,ಮೇಲ್ವರ್ಗದ,1,9
ಗೋಖಲೆಯವರು,ಗೋಖಲೆಯವರು,1,9
ತಂಗಿದ್ದರು,ತಂಗಿದ್ದರು,1,9
ಮನೆಯಾಯಿತು,ಮನೆಯಾಯಿತು,1,9
ನೂಲುಗಳಿಂದ,ನೂಲುಗಳಿಂದ,1,9
ಕೆಲಸಗಳಿಂದ,ಕೆಲಸಗಳಿಂದ,1,9
ಎಂದಿದ್ದರೂ,ಎಂದಿದ್ದರೂ,1,9
ನಾಯರ್ರವರು,ನಾಯರ್ರವರು,1,9
ಬೆಳೆಸಿದರು,ಬೆಳೆಸಿದರು,2,9
ದೊರೆಗಳಿಂದ,ದೊರೆಗಳಿಂದ,1,9
ಪೌಷ್ಟಿಕತೆ,ಪೌಷ್ಟಿಕತೆ,1,9
ಲಕ್ಷ್ಮೀಗೆ,ಲಕ್ಷ್ಮೀಗೆ,1,9
ಮಗನ್ಸಾಲ್‌,ಮಗನ್ಸಾಲ್‌,1,9
ನಿಯಮಗಳಿಗೆ,ನಿಯಮಗಳಿಗೆ,1,9
ತಂದೆಯನ್ನು,ತಂದೆಯನ್ನು,3,9
ವಿಫಲರಾದರು,ವಿಫಲರಾದರು,1,9
ತಮೊೊಂದಿಗೆ,ತಮೊೊಂದಿಗೆ,1,9
ಭಾವಿಸಿದ್ದ,ಭಾವಿಸಿದ್ದ,1,9
ವಾರಗಟ್ಟಲೆ,ವಾರಗಟ್ಟಲೆ,1,9
ಬೆದರಿಕೆಗೆ,ಬೆದರಿಕೆಗೆ,1,9
ಮೊಮ್ಮಕ್ಕಳ,ಮೊಮ್ಮಕ್ಕಳ,1,9
ಸಹೋದರರಂತೆ,ಸಹೋದರರಂತೆ,1,9
ವಿನೋದದಿಂದ,ವಿನೋದದಿಂದ,2,9
ನೀಡುತ್ತಲೇ,ನೀಡುತ್ತಲೇ,1,9
ಭೂಗೋಳಕ್ಕೆ,ಭೂಗೋಳಕ್ಕೆ,1,9
ರಾಜಧಾನಿಗಳ,ರಾಜಧಾನಿಗಳ,1,9
ನಿಧನರಾದರೆ,ನಿಧನರಾದರೆ,1,9
ಶ್ವಾಸಕೋಶದ,ಶ್ವಾಸಕೋಶದ,1,9
ತುತ್ತಾದರು,ತುತ್ತಾದರು,1,9
ಬಾರವರನ್ನು,ಬಾರವರನ್ನು,1,9
ಗಾಂಧೀಜಿಯೇ,ಗಾಂಧೀಜಿಯೇ,1,9
ಆತ್ಮೀಯರಾದ,ಆತ್ಮೀಯರಾದ,1,9
ಇಬ್ಬರದ್ದು,ಇಬ್ಬರದ್ದು,1,9
ಕೋಳಿಯಷ್ಟು,ಕೋಳಿಯಷ್ಟು,1,9
ಕೋಳಿಕೆರಂಗ,ಕೋಳಿಕೆರಂಗ,12,9
ಬರ್ತಿತ್ತು,ಬರ್ತಿತ್ತು,1,9
ಪಿಳ್ಳೆಗಳು,ಪಿಳ್ಳೆಗಳು,1,9
ಉರುಳಿದಂತೆ,ಉರುಳಿದಂತೆ,2,9
ಕೆರೆಯುತ್ತ,ಕೆರೆಯುತ್ತ,1,9
ಕೋಳಿಗಳಿವೆ,ಕೋಳಿಗಳಿವೆ,1,9
ಕರೆದೊಯ್ಯಿ,ಕರೆದೊಯ್ಯಿ,2,9
ಆತುರದಲ್ಲಿ,ಆತುರದಲ್ಲಿ,1,9
ಆದೇಶಿಸಿತು,ಆದೇಶಿಸಿತು,3,9
ಶೆಡ್ಡುಗಳು,ಶೆಡ್ಡುಗಳು,1,9
ತೊಟ್ಟಿಗಳು,ತೊಟ್ಟಿಗಳು,1,9
ದನಿಯಂತಿದೆ,ದನಿಯಂತಿದೆ,1,9
ಕಂದಮ್ಮಗಳಾ,ಕಂದಮ್ಮಗಳಾ,1,9
ಆಕಾಶನೌಕೆಯ,ಆಕಾಶನೌಕೆಯ,1,9
ಮರಿಗಳೆಲ್ಲ,ಮರಿಗಳೆಲ್ಲ,1,9
ನೌಕೆಯೊಳಗೆ,ನೌಕೆಯೊಳಗೆ,2,9
ನುಗ್ಗಿದವು,ನುಗ್ಗಿದವು,1,9
ಮೋಡಗಳನ್ನು,ಮೋಡಗಳನ್ನು,1,9
ಸ್ಥಳಾವಕಾಶ,ಸ್ಥಳಾವಕಾಶ,1,9
ಕೇಳುತ್ತವೆ,ಕೇಳುತ್ತವೆ,1,9
ಕೋಳಿಗಳಿಗೆ,ಕೋಳಿಗಳಿಗೆ,2,9
ಸಂಜೆಯಲ್ಲಿ,ಸಂಜೆಯಲ್ಲಿ,1,9
ಆನೆಗಳನ್ನೇ,ಆನೆಗಳನ್ನೇ,1,9
ವಿಶೇಷವಿದೆ,ವಿಶೇಷವಿದೆ,1,9
ಖಂಡೇರಾವ್‌,ಖಂಡೇರಾವ್‌,4,9
ಜಾತಿಯಲ್ಲಿ,ಜಾತಿಯಲ್ಲಿ,2,9
ರಾಣಿಯಾಗುವ,ರಾಣಿಯಾಗುವ,1,9
ಪರ್ಶಿಯನ್‌,ಪರ್ಶಿಯನ್‌,1,9
ಪಾಳುಬಿದ್ದ,ಪಾಳುಬಿದ್ದ,3,9
ಗೊಳಿಸಿದಳು,ಗೊಳಿಸಿದಳು,1,9
ರಾಜಸ್ಥಾನದ,ರಾಜಸ್ಥಾನದ,2,9
ಕ್ಷಣದಲ್ಲೇ,ಕ್ಷಣದಲ್ಲೇ,1,9
ಸಹಗಮನಕ್ಕೆ,ಸಹಗಮನಕ್ಕೆ,1,9
ಚಿತೆಯನ್ನು,ಚಿತೆಯನ್ನು,2,9
ಯೋಚಿಸಿದ್ದ,ಯೋಚಿಸಿದ್ದ,1,9
ಸಂಪನ್ಮೂಲದ,ಸಂಪನ್ಮೂಲದ,1,9
ಸಂಭಾಳಿಸುವ,ಸಂಭಾಳಿಸುವ,1,9
ಬ್ರಿಟಿಶ್‌,ಬ್ರಿಟಿಶ್‌,1,9
ಇತಿಹಾಸಕಾರ,ಇತಿಹಾಸಕಾರ,1,9
ಬರೆಯುತ್ತಾ,ಬರೆಯುತ್ತಾ,1,9
ನಿಷ್ಕಲ್ಮಶ,ನಿಷ್ಕಲ್ಮಶ,1,9
ಪೇಶ್ವೆಯರು,ಪೇಶ್ವೆಯರು,1,9
ಒಂಟಿಯಾದಳು,ಒಂಟಿಯಾದಳು,2,9
ಮಾಧವರಾವ್‌,ಮಾಧವರಾವ್‌,3,9
ಹಠಾತ್ತಾಗಿ,ಹಠಾತ್ತಾಗಿ,2,9
ಗುಪ್ತಚರರು,ಗುಪ್ತಚರರು,2,9
ಸಾಮಂತರಿಗೂ,ಸಾಮಂತರಿಗೂ,2,9
ಸಹಾಯವನ್ನೂ,ಸಹಾಯವನ್ನೂ,2,9
ಅವನಿಗೊಂದು,ಅವನಿಗೊಂದು,3,9
ನಿನ್ನೊಡನೆ,ನಿನ್ನೊಡನೆ,3,9
ಹೆಣ್ಣುಮಗಳ,ಹೆಣ್ಣುಮಗಳ,2,9
ಮರ್ಯಾದೆಗೆ,ಮರ್ಯಾದೆಗೆ,2,9
ವಾಡೆಯಲ್ಲಿ,ವಾಡೆಯಲ್ಲಿ,1,9
ಸ್ತ್ರೀಯರು,ಸ್ತ್ರೀಯರು,1,9
ಶಿಲ್ಪಿಗಳು,ಶಿಲ್ಪಿಗಳು,1,9
ಅಂತವರಲ್ಲಿ,ಅಂತವರಲ್ಲಿ,1,9
ರಣತಂತ್ರಗಳ,ರಣತಂತ್ರಗಳ,1,9
ಅನಿಸಲಿಲ್ಲ,ಅನಿಸಲಿಲ್ಲ,2,9
ಅಜರಾಮರವಾದ,ಅಜರಾಮರವಾದ,1,9
ಭಗವಂತನಿಗೆ,ಭಗವಂತನಿಗೆ,1,9
ಹಾಕಲಾಗಿದೆ,ಹಾಕಲಾಗಿದೆ,1,9
ಸದ್ದಿಲ್ಲದ,ಸದ್ದಿಲ್ಲದ,1,9
ಜಾಗವೇನಲ್ಲ,ಜಾಗವೇನಲ್ಲ,1,9
ಸುಶ್ರಾವ್ಯ,ಸುಶ್ರಾವ್ಯ,1,9
ಅರಣ್ಯಕ್ಕೆ,ಅರಣ್ಯಕ್ಕೆ,1,9
ಟ್ರ್ಯಾಪ್‌,ಟ್ರ್ಯಾಪ್‌,2,9
ಮೂಡುತ್ತದೆ,ಮೂಡುತ್ತದೆ,2,9
ಇಷ್ಟವಾದವು,ಇಷ್ಟವಾದವು,1,9
ಇರುಳಿನಂತೆ,ಇರುಳಿನಂತೆ,1,9
ಛಾಯಾಗ್ರಹಣ,ಛಾಯಾಗ್ರಹಣ,1,9
ಶೈಲಿಯನ್ನು,ಶೈಲಿಯನ್ನು,1,9
ಹೊತ್ತಲ್ಲಿ,ಹೊತ್ತಲ್ಲಿ,3,9
ಜನರೊಂದಿಗೆ,ಜನರೊಂದಿಗೆ,3,9
ಕಡಿಮೆಯಲ್ಹ,ಕಡಿಮೆಯಲ್ಹ,1,9
ವನ್ಯಮೃಗಗಳ,ವನ್ಯಮೃಗಗಳ,1,9
ಮಾಯವಾದವರು,ಮಾಯವಾದವರು,1,9
ಮಾಡಿರುವರು,ಮಾಡಿರುವರು,1,9
ಎಣ್ಣೆಯಿಂದ,ಎಣ್ಣೆಯಿಂದ,1,9
ವನಪಾಲಕರದು,ವನಪಾಲಕರದು,1,9
ಬೇಟೆಗಾರರು,ಬೇಟೆಗಾರರು,2,9
ಕುರಿಯೊಂದು,ಕುರಿಯೊಂದು,1,9
ಮರುಕಳಿಸುವ,ಮರುಕಳಿಸುವ,1,9
ಕಾಡುಕುರಿಯ,ಕಾಡುಕುರಿಯ,2,9
ಯತ್ನದಲ್ಲಿ,ಯತ್ನದಲ್ಲಿ,1,9
ಪುಣ್ಯಕ್ಕೆ,ಪುಣ್ಯಕ್ಕೆ,1,9
ನೆರವಿಗಾಗಿ,ನೆರವಿಗಾಗಿ,1,9
ತಂತಿಯನ್ನು,ತಂತಿಯನ್ನು,1,9
ಕವಿಯತೊಡಗಿ,ಕವಿಯತೊಡಗಿ,1,9
ವಿಸ್ಮಯಗಳು,ವಿಸ್ಮಯಗಳು,1,9
ಅಚ್ಚರಿಗಳು,ಅಚ್ಚರಿಗಳು,1,9
ಝಕುಮಾನಿಗೆ,ಝಕುಮಾನಿಗೆ,1,9
ಸಂಬಳದಲ್ಲೇ,ಸಂಬಳದಲ್ಲೇ,1,9
ಕಾಡೆಂಬುದು,ಕಾಡೆಂಬುದು,1,9
ಸಸ್ಯಸಂಕುಲ,ಸಸ್ಯಸಂಕುಲ,1,9
ಭಾಗಿಯಾಗಲು,ಭಾಗಿಯಾಗಲು,1,9
ಕ್ಯಾಂಡಲ್‌,ಕ್ಯಾಂಡಲ್‌,1,9
ಮುತ್ತಜ್ಜೀ,ಮುತ್ತಜ್ಜೀ,4,9
ಎಷ್ಟಾಯಿತು,ಎಷ್ಟಾಯಿತು,1,9
ಮುದ್ದಾಡಿದ,ಮುದ್ದಾಡಿದ,1,9
ನಿಮ್ಮಷ್ಟು,ನಿಮ್ಮಷ್ಟು,1,9
ಸ್ವಚ್ಛವಾದ,ಸ್ವಚ್ಛವಾದ,2,9
ಬಟ್ಟೆಗೇಕೆ,ಬಟ್ಟೆಗೇಕೆ,1,9
ಪ್ರವಾಹಗಳು,ಪ್ರವಾಹಗಳು,1,9
ಅಜ್ಜಿಯತ್ತ,ಅಜ್ಜಿಯತ್ತ,1,9
ಹುಟ್ಟಿದರು,ಹುಟ್ಟಿದರು,2,9
ನಿಮ್ಮಜ್ಜಿ,ನಿಮ್ಮಜ್ಜಿ,1,9
ಹಾಗೇನಿಲ್ಲ,ಹಾಗೇನಿಲ್ಲ,1,9
ಕಟ್ಟಿದ್ದು,ಕಟ್ಟಿದ್ದು,1,9
ಚಿಮಣಿಯಿಂದ,ಚಿಮಣಿಯಿಂದ,1,9
ಈಗಿರುವುದು,ಈಗಿರುವುದು,1,9
ನಡೆದಿತ್ತೇ,ನಡೆದಿತ್ತೇ,3,9
ನೀಡಿದ್ದರೇ,ನೀಡಿದ್ದರೇ,1,9
ಚಕ್ರವರ್ತಿ,ಚಕ್ರವರ್ತಿ,8,9
ಸಮಾರಂಭಗಳು,ಸಮಾರಂಭಗಳು,1,9
ವಯಸ್ಸಾದರೂ,ವಯಸ್ಸಾದರೂ,1,9
ರಾಜರಿಂದಲೇ,ರಾಜರಿಂದಲೇ,1,9
ರಾಣಿಯರಿಗೆ,ರಾಣಿಯರಿಗೆ,1,9
ಫೆಬ್ರುವರಿ,ಫೆಬ್ರುವರಿ,1,9
ಪರಿಚಯಿಸಿದ,ಪರಿಚಯಿಸಿದ,1,9
ಮೈಸೂರನ್ನು,ಮೈಸೂರನ್ನು,1,9
ಹಿಂಸಾತ್ಮಕ,ಹಿಂಸಾತ್ಮಕ,1,9
ಭೂಮಿಯೆಲ್ಲ,ಭೂಮಿಯೆಲ್ಲ,1,9
ಗುಣಿಯಲ್ಲಿ,ಗುಣಿಯಲ್ಲಿ,1,9
ನೀವೆಲ್ಲರು,ನೀವೆಲ್ಲರು,1,9
ಚಿಗುರಿದರೆ,ಚಿಗುರಿದರೆ,1,9
ತಂದೆಯನ್ನೇ,ತಂದೆಯನ್ನೇ,1,9
ದಪ್ಪವಿರುವ,ದಪ್ಪವಿರುವ,1,9
ಎನಿಸುವಂತಹ,ಎನಿಸುವಂತಹ,1,9
ಜಹಾಂಗೀರ್‌,ಜಹಾಂಗೀರ್‌,1,9
ಕೆಜಿಯಷ್ಟು,ಕೆಜಿಯಷ್ಟು,1,9
ಹಲಸಿನಕಾಯಿ,ಹಲಸಿನಕಾಯಿ,1,9
ಮತ್ತದನ್ನು,ಮತ್ತದನ್ನು,1,9
ಶಾಖಕೊಟ್ಟು,ಶಾಖಕೊಟ್ಟು,1,9
ಬಿಕ್ಕುಗಳು,ಬಿಕ್ಕುಗಳು,1,9
ಎನ್‌ಸೈಮ್‌,ಎನ್‌ಸೈಮ್‌,1,9
ವೃದ್ಧಿಸಲು,ವೃದ್ಧಿಸಲು,2,9
ಕಡೆಗಳಲ್ಲೂ,ಕಡೆಗಳಲ್ಲೂ,1,9
ತಿಳಿಹಸುರು,ತಿಳಿಹಸುರು,1,9
ಗೊನೆಯಲ್ಲಿ,ಗೊನೆಯಲ್ಲಿ,1,9
ಗೊನೆಯನ್ನು,ಗೊನೆಯನ್ನು,1,9
ಖನಿಜಾಂಶಗಳ,ಖನಿಜಾಂಶಗಳ,1,9
ಗೊಂಚಲನ್ನು,ಗೊಂಚಲನ್ನು,1,9
ಗೊಂಚಲುಗಳು,ಗೊಂಚಲುಗಳು,2,9
ಬೀಜವಿದ್ದು,ಬೀಜವಿದ್ದು,1,9
